,id,budget_adj,revenue_adj,vote_average,runtime,type,production_company
5046,9353,34613413.0653,86747695.585,5.5,92,original,Paramount Pictures
5047,9676,54083457.9146,53122072.53,5.8,121,original,Universal Pictures
5048,503,173067065.327,196512046.387,5.3,99,original,Virtual Studios
5049,9310,18388375.691,7911357.42881,4.6,107,original,Universal Pictures
5050,14620,0.0,0.0,4.4,95,original,New Line Cinema
5051,14611,0.0,8545186.3505,6.3,73,original,Marvel Studios
5052,18615,18172041.8593,2467383.61862,6.3,122,original,River Road Entertainment
5053,1819,58410134.5477,141083588.039,5.3,108,original,Universal Pictures
5054,773,8653353.26633,108732824.581,7.3,102,original,Fox Searchlight Pictures
5055,9072,69226826.1307,109892309.019,5.6,98,original,Revolution Studios
5056,9948,25960059.799,0.0,5.6,69,original,Walt Disney Pictures
5057,21316,0.0,0.0,6.6,73,original,Walt Disney Television Animation
5058,2447,37858420.5402,0.0,6.5,101,original,New Line Cinema
5059,9794,12980029.8995,41502465.5026,5.4,103,original,Lionsgate
5060,806,27041728.9573,128922344.916,5.2,110,original,Twentieth Century Fox Film Corporation
5061,1251,20551714.0075,74281712.7279,6.9,141,original,DreamWorks SKG
5062,19595,0.0,0.0,4.9,77,original,Silver Nitrate Films
5063,3509,9194187.84548,5928624.32992,6.7,100,rearrange,Thousand Words
5064,1262,32450074.7487,58035037.6437,6.9,113,original,Mandate Pictures
5065,1852,68145156.9724,176253548.01,5.9,128,original,Paramount Pictures
5066,13767,0.0,91401175.8393,5.1,98,original,Walt Disney Pictures
5067,9726,37858420.5402,45499445.0496,6.4,118,original,Fox 2000 Pictures
5068,9592,1298002.98995,0.0,5.0,94,original,Peter Rommel Productions
5069,14202,20984381.6709,0.0,6.9,125,original,Emotion Pictures
5070,313,12980029.8995,1494504.41759,7.4,112,original,Revolution Films
5071,37725,16765871.9535,7988596.1784,6.2,95,original,Prospero Pictures
5072,10073,21633383.1658,52513335.0878,3.9,83,original,Regency Enterprises
5073,9788,24878390.6407,41649680.675,6.1,93,original,Universal Pictures
5074,9900,0.0,7072144.41235,6.6,94,original,Happy Madison Productions
5075,7484,91941878.4548,213423089.158,6.1,83,original,Sony Pictures Animation
5076,25676,0.0,0.0,6.4,126,original,Emperor Motion Pictures
5077,9907,55165127.0729,78722799.6713,5.3,90,original,Paramount Pictures
5078,9828,4002175.88568,3610858.27095,6.4,98,original,Rick Lashbrook Films
5079,10741,0.0,0.0,5.8,120,original,The Weinstein Company
5080,1125,75716841.0804,167591309.913,6.5,134,original,Paramount Pictures
5081,326,35695082.2236,67087299.6789,5.2,105,original,New Line Cinema
5082,4441,0.0,2247452.15534,6.9,116,original,Film Finance Group
5083,8998,7030849.5289,14460225.9975,5.0,88,original,Sony Pictures
5084,12094,11898360.7412,78722488.1506,6.4,95,original,Paramount Pictures
5085,4643,75716841.0804,59504493.8486,7.0,139,original,Contrafilm
5086,10063,0.0,1812319.36801,4.9,90,original,ApolloProMovie
5087,4723,18388375.691,405347.945386,4.9,144,original,Universal Pictures
5088,9615,91941878.4548,171410264.024,6.1,104,original,Universal Pictures
5089,11652,0.0,62527997.1132,6.5,105,original,Walt Disney Pictures
5090,13967,32450074.7487,37943051.4168,6.2,92,original,BBC Films
5091,9682,41103428.0151,32350220.4604,5.1,90,original,Dimension Films
5092,13205,0.0,0.0,5.9,72,original,Walt Disney Pictures
5093,7874,16225037.3744,11794353.925,6.3,116,original,Paramount Classics
5094,11515,54083457.9146,10219698.9044,6.7,114,original,Kanzaman
5095,17700,0.0,0.0,5.7,41,original,IMAX
5096,10115,0.0,0.0,6.0,105,original,Spyglass Entertainment
5097,9903,27041728.9573,12733907.9809,6.5,116,original,Miramax Films
5098,8975,21633383.1658,23975854.5484,5.0,92,original,Twentieth Century Fox Film Corporation
5099,8997,0.0,0.0,5.1,91,original,Destination Films
5100,11908,0.0,0.0,5.3,83,original,ArieScope Pictures
5101,7510,12980029.8995,7306564.83401,5.6,116,original,TriStar Pictures
5102,10067,54083457.9146,66103956.4105,4.6,98,original,Walt Disney Pictures
5103,9978,43266766.3317,25892855.6942,5.0,93,original,Isle of Man Film
5104,16781,6490014.94975,61905574.3928,6.0,110,original,Lions Gate Films
5105,14171,12980029.8995,0.0,5.7,106,original,North by Northwest Entertainment
5106,9756,0.0,0.0,5.9,110,original,Filmax
5107,1440,28123398.1156,0.0,6.3,136,original,New Line Cinema
5108,9957,0.0,0.0,5.4,80,original,Columbia Pictures
5109,1123,0.0,4642486.16897,6.3,101,original,Mirage Enterprises
5110,9986,91941878.4548,155.760358794,6.0,97,original,Paramount Pictures
5111,12763,32450074.7487,37579421.2875,6.4,108,original,New Line Cinema
5112,14113,37858420.5402,13527557.8474,5.1,83,original,Columbia Pictures
5113,13934,0.0,0.0,6.4,7,original,Walt Disney Pictures
5114,3602,0.0,0.0,3.8,92,original,Screen Gems
5115,14191,12980029.8995,24885798.9928,5.9,104,original,Fox 2000 Pictures
5116,9914,0.0,0.0,4.6,91,original,Castel Film Romania
5117,9952,10816691.5829,7763294.22775,6.6,126,original,Metro-Goldwyn-Mayer (MGM)
5118,1116,7030849.5289,24758344.8342,6.5,124,original,BIM Distribuzione
5119,2207,59491803.706,71027503.4935,6.1,105,original,Donners' Company
5120,512,4326676.63317,34164413.2794,6.2,96,original,BBC Films
5121,14062,5408345.79146,0.0,5.2,101,original,Media Talent Group
5122,7511,21633383.1658,0.0,5.5,115,original,Lakeshore Entertainment
5123,1259,16225037.3744,53510069.4204,6.3,92,rearrange,Fox Searchlight Pictures
5124,9829,16225037.3744,82516317.2497,6.6,111,original,Universal Pictures
5125,13185,1075179.14334,178475.411118,6.5,89,original,Cipher Films
5126,9053,22715052.3241,519540.840096,4.9,87,original,Impact Pictures
5127,15363,0.0,12331028.4045,6.2,99,original,Gramercy Pictures
5128,1165,16225037.3744,133460805.88,6.6,103,original,BIM Distribuzione
5129,5820,64900149.4975,84284035.0716,5.6,108,original,Twentieth Century Fox Film Corporation
5130,9784,0.0,0.0,4.8,96,original,Media 8 Entertainment
5131,182,34613413.0653,6397973.55773,5.8,108,original,Warner Bros.
5132,9664,64900149.4975,19253711.0176,6.1,140,original,Ingenious Film Partners
5133,13060,0.0,0.0,7.7,5,original,Pixar Animation Studios
5134,4474,0.0,65869484.0687,4.9,95,original,20th Century Fox
5135,7304,16225037.3744,10275857.0038,6.8,122,original,International Production Company
5136,1253,0.0,9707795.73024,6.5,129,original,Miramax Films
5137,61717,6490014.94975,0.0,5.4,90,original,Disney Channel
5138,1252,0.0,0.0,5.9,108,original,Millennium Films
5139,8588,0.0,0.0,6.5,115,original,BBC Films
5140,13668,27041728.9573,17478137.0326,6.0,111,original,Columbia Pictures Corporation
5141,1975,21633383.1658,42340683.3834,5.3,102,original,Columbia Pictures Corporation
5142,10781,17306706.5327,0.0,5.7,91,original,New Line Cinema
5143,14458,8653353.26633,0.0,4.7,88,original,Rogue Pictures
5144,5072,0.0,0.0,6.3,96,original,Qwerty Films
5145,12225,0.0,2481663.81485,6.7,102,original,Left Turn Films
5146,13197,8653353.26633,155166.522426,6.0,107,original,Thinkfilm
5147,1590,11898360.7412,0.0,5.9,104,original,Sidney Kimmel Entertainment
5148,9754,48675112.1231,89562206.3065,5.4,105,original,Village Roadshow Pictures
5149,13249,19470044.8492,1294008.38575,5.8,115,original,Icon Productions
5150,2357,0.0,627938.151456,6.8,81,original,Revelations Entertainment
5151,14624,0.0,0.0,6.8,114,original,The Ultimate Gift LLC
5152,38580,0.0,0.0,6.5,7,original,Walt Disney
5153,15213,0.0,17985116.4487,5.6,88,original,Twentieth Century Fox Film Corporation
5154,13075,2163338.31658,673670.041799,6.5,96,original,Red Envelope Entertainment
5155,2179,23796721.4824,14500418.66,6.2,93,original,Red Hour Films
5156,1249,0.0,18176101.3636,6.1,126,original,Focus Features
5157,14609,0.0,7247183.36055,6.4,72,original,Marvel Animation
5158,9782,0.0,0.0,4.7,91,original,Miramax Films
5159,9895,21633383.1658,44605492.0021,5.4,115,original,Universal Pictures
5160,9954,21633383.1658,40668024.8105,5.2,97,original,"Screen Gems, Inc."
5161,16774,0.0,0.0,5.5,73,original,IDT Entertainment
5162,10005,0.0,0.0,4.7,96,original,Twentieth Century Fox Film Corporation
5163,14542,0.0,0.0,6.4,76,original,Levity Productions
5164,9950,0.0,0.0,6.3,125,original,Yari Film Group
5165,9841,0.0,0.0,5.0,80,original,Warner Home Video
5166,24180,0.0,0.0,4.9,110,original,Babe Films
5167,8436,0.0,0.0,6.5,85,original,Diaphana Films
5168,5393,0.0,0.0,4.4,75,original,Vanguard Films
5169,14474,5408345.79146,0.0,5.6,88,original,Cold Iron Pictures
5170,9761,162250.373744,0.0,6.0,11,original,Blender Foundation
5171,10053,16225037.3744,72436124.4616,5.4,87,original,Davis Entertainment
5172,9672,14061699.0578,1245358.15202,5.5,110,original,Killer Films
5173,12795,540834.579146,806197.228742,5.1,92,original,TLA Releasing
5174,6641,0.0,0.0,5.7,91,original,Ruby Films
5175,14194,11898360.7412,50185584.1408,6.5,147,original,Yash Raj Films
5176,9656,9735022.42462,23267624.0953,5.3,84,original,Dimension Films
5177,5172,14061699.0578,12039939.3357,6.2,104,original,Polish Brothers Construction
5178,10886,8653353.26633,0.0,7.5,118,original,Manigolda Film
5179,8324,0.0,0.0,5.7,116,original,BBC Films
5180,14453,0.0,0.0,4.9,86,original,AnimagicNet A/S
5181,37924,0.0,0.0,6.4,90,original,BBC
5182,10288,8653353.26633,461033.355324,6.7,91,original,Lions Gate Films
5183,7859,757168.410804,0.0,6.2,107,original,Thinkfilm
5184,12526,4326676.63317,8717323.18035,5.6,102,original,Lions Gate Films
5185,9697,81125186.8719,45738563.1604,5.2,110,original,Legendary Pictures
5186,19344,973502.242462,0.0,6.6,76,original,Big Easy Pictures
5187,10118,0.0,12384720.2982,4.8,97,original,Metro-Goldwyn-Mayer (MGM)
5188,14823,0.0,0.0,6.0,85,original,Steel Mill Pictures
5189,9766,32450074.7487,44868557.1864,6.5,125,original,Columbia Pictures
5190,9786,0.0,0.0,6.3,102,original,Sony Pictures Classics
5191,3603,0.0,5350179.03247,5.5,87,original,New Zealand Film Commission
5192,10085,0.0,0.0,5.2,88,original,Asgaard Entertainment
5193,2168,919418.784548,0.0,7.2,91,original,Kojo Pictures
5194,13198,0.0,0.0,6.4,88,original,No Matter Pictures
5195,18858,0.0,0.0,5.6,103,original,Film Victoria
5196,15077,0.0,0.0,7.0,92,original,China Star Entertainment
5197,10094,0.0,0.0,5.1,88,original,WT2 Productions
5198,1967,0.0,0.0,5.2,117,original,Paramount Pictures
5199,17287,0.0,0.0,5.1,103,original,Troma Entertainment
5200,18870,7571684.10804,0.0,3.4,93,original,Kanzaman S.A.
5201,18925,108166.915829,11009586.7256,6.8,111,original,Destination Films
5202,21427,0.0,31721968.6249,6.1,85,original,Gaumont
5203,13171,0.0,3344436.66724,5.0,90,original,The Weinstein Company
5204,24801,0.0,0.0,5.1,90,original,Just Singer Entertainment
5205,38163,0.0,0.0,6.2,103,original,Burnside Entertainment
5206,10007,8653353.26633,0.0,4.7,84,original,Lions Gate Films
5207,11910,10129615.3336,0.0,6.9,185,original,The Mob
5208,8618,4326676.63317,14496478.1393,5.6,109,original,DNA Films
5209,14055,0.0,227288.976893,6.7,92,original,BBC Films
5210,16727,12980029.8995,21783557.7851,7.0,122,original,Fox Searchlight Pictures
5211,1781,1081669.15829,50019626.8869,6.5,100,original,Lawrence Bender Productions
5212,9809,4326676.63317,5008176.878,5.4,84,original,Universal Pictures
5213,1730,0.0,918396.607193,6.8,172,original,Asymmetrical Productions
5214,11494,0.0,0.0,6.1,94,original,Ecosse Films
5215,9773,0.0,0.0,5.5,95,original,Qwerty Films
5216,26655,5408345.79146,0.0,3.8,96,original,Twentieth Century Fox Home Entertainment
5217,14930,0.0,0.0,5.4,84,original,Gordonstreet Pictures
5218,13754,0.0,0.0,7.5,103,original,Aniplex
5219,14761,0.0,176312.072802,7.1,118,original,Rakontur
5220,34204,0.0,0.0,5.2,88,original,Disney Channel
5221,11798,2574372.59673,8844315.46621,7.1,101,original,EM Media
5222,14938,0.0,0.0,5.3,90,original,Summit Entertainment
5223,14872,3245007.47487,0.0,5.8,98,original,Brookwell-McNamara Entertainment
5224,7861,0.0,0.0,6.1,102,original,ShadowCatcher Entertainment
5225,15495,0.0,0.0,4.9,86,original,San Francisco Independent Cinema
5226,9842,21633383.1658,19261898.1714,5.5,100,original,Dimension Films
5227,8194,0.0,558291.637691,6.7,104,original,Original Media
5228,2016,15684202.7952,24839127.1319,6.7,128,original,Tessalit Productions
5229,13162,0.0,902606.400821,6.3,99,original,Catfish Productions
5230,31047,0.0,0.0,6.3,89,original,Brandman Productions
5231,13728,0.0,0.0,5.9,78,original,France 2 Cinéma
5232,13364,0.0,217712.959835,7.2,101,original,Disarming Films
5233,6948,0.0,0.0,5.3,91,original,United Artists
5234,17,0.0,0.0,5.2,87,original,Constantin Film
5235,10069,9735022.42462,29318745.2941,5.3,100,original,Spyglass Entertainment
5236,16276,0.0,0.0,5.8,125,original,Les Films Manuel Munz
5237,10093,16225037.3744,12971391.6896,5.2,85,original,Rogue Pictures
5238,10854,0.0,0.0,4.5,94,original,After Dark Films
5239,14064,2163338.31658,324500.747487,5.9,90,original,Fandango
5240,9526,0.0,0.0,6.2,105,original,River Road Entertainment
5241,18437,0.0,0.0,5.0,94,original,Blumhouse Productions
5242,50787,0.0,0.0,6.8,88,original,thinkfilm
5243,7872,0.0,0.0,6.3,95,original,Screen West Midlands
5244,36668,227150523.241,253499999.081,6.2,104,original,20th Century Fox
5245,9924,0.0,0.0,4.7,110,original,Castel Films
5246,13551,0.0,0.0,6.5,85,original,Lakeshore Entertainment
5247,15590,0.0,0.0,4.8,96,original,Capital Arts Entertainment
5248,13508,1081669.15829,1815986.22646,6.6,92,original,Electric Entertainment
5249,9727,5408345.79146,0.0,4.8,93,original,Nu Image Films
5250,20683,0.0,0.0,6.8,23,original,Directions Inc.
5251,9847,0.0,0.0,4.7,93,original,Coquette Productions
5252,13751,8653353.26633,20495926.9207,6.6,112,original,Lions Gate Films
5253,9796,10816691.5829,0.0,5.2,93,original,2929 Productions
5254,15534,0.0,0.0,6.6,102,original,Sidney Kimmel Entertainment
5255,19312,3785842.05402,0.0,2.8,90,original,nu image films
5256,10177,540834.579146,0.0,5.8,93,original,Falcon Media Limited
5257,12271,7571684.10804,0.0,6.2,90,original,The Weinstein Company
5258,8421,0.0,0.0,5.5,90,original,Anna Lena Films
5259,14845,0.0,0.0,5.5,96,original,Yari Film Group
5260,19323,0.0,0.0,5.4,75,original,DC Comics
5261,15314,0.0,0.0,5.6,91,original,Bold Films
5262,7839,0.0,0.0,5.6,90,original,Warner Bros. Pictures
5263,15667,0.0,0.0,5.9,101,original,Glass Eye Pix
5264,24970,0.0,0.0,8.7,145,original,SMV Enterprises
5265,9917,0.0,23097209.2828,6.9,97,original,RSVP Productions
5266,9958,5408345.79146,4146586.28999,6.3,95,original,Alliance Films
5267,19213,8977854.01382,0.0,2.8,91,original,Paris Hilton Entertainment
5268,21847,0.0,0.0,4.6,169,original,Hallmark Entertainment
5269,18276,0.0,0.0,5.4,91,original,The Kennedy/Marshall Company
5270,37609,0.0,0.0,5.1,96,original,Disney Channel
5271,30347,0.0,0.0,6.5,87,original,Brandman Productions
5272,26518,324500.747487,0.0,6.4,73,original,Film Science
5273,16083,8653353.26633,413486.424133,6.6,101,original,Yari Film Group
5274,12586,0.0,0.0,6.8,91,original,Mpower Pictures
5275,14137,0.0,0.0,4.9,86,original,Identity Films
5276,12713,0.0,0.0,5.8,110,original,Angoa-Agicoa
5277,4641,0.0,0.0,4.9,90,rearrange,Salty Pictures
5278,9695,0.0,0.0,4.3,99,original,Quantum Entertainment
5279,13484,85451.863505,265008.943781,5.3,85,original,Gary Sanchez Productions
5280,1596,0.0,0.0,5.2,88,original,Pariah Entertainment Group
5281,13856,1081669.15829,7790.18127802,6.5,81,original,Rival Pictures
5282,15543,0.0,0.0,4.8,92,original,Brandes Films International
5283,11211,0.0,0.0,5.7,99,original,Universal Studios Home Entertainment
5284,13816,0.0,0.0,5.5,121,original,Atlas Entertainment
5285,121506,0.0,0.0,7.0,14,original,Blinky Productions
5286,10004,0.0,0.0,5.2,131,original,Buena Vista
5287,20605,2920506.72739,0.0,6.9,92,original,Weyunaegang Productions
5288,15412,0.0,0.0,6.8,135,original,UTV Motion Pictures
5289,673,150077901.976,911786234.116,7.4,141,original,1492 Pictures
5290,393,34633361.9944,175659789.789,7.5,136,original,Miramax Films
5291,9801,57722269.9906,46412191.4976,6.0,108,original,Miramax Films
5292,38,23088907.9962,83418061.1597,7.8,108,original,Anonymous Content
5293,11036,33478916.5946,133457615.922,7.5,123,original,New Line Cinema
5294,9806,106208976.783,728965418.357,7.2,115,original,Walt Disney Pictures
5295,2502,86583404.9859,333057748.36,7.1,108,rearrange,Universal Pictures
5296,652,202027944.967,574232515.463,6.8,163,original,Plan B Entertainment
5297,2059,115444539.981,401114240.684,6.4,131,original,Walt Disney Pictures
5298,2048,138533447.977,400863751.43,6.6,115,rearrange,Twentieth Century Fox Film Corporation
5299,1824,86583404.9859,226828759.267,6.5,99,original,Columbia Pictures Corporation
5300,10625,19625571.7968,148972948.805,6.8,97,original,Paramount Pictures
5301,7131,184711263.97,346630860.773,5.9,132,original,Universal Pictures
5302,1487,76193396.3876,114658347.656,6.4,122,original,Revolution Studios
5303,5255,190483490.969,353116829.413,6.4,100,original,Castle Rock Entertainment
5304,809,173166809.972,1061903622.74,6.5,93,original,DreamWorks SKG
5305,1954,15007790.1976,110897015.62,7.1,113,original,New Line Cinema
5306,1577,51950042.9915,149379272.025,6.1,94,original,Impact Pictures
5307,163,126988993.979,418768465.354,6.4,125,original,Village Roadshow Pictures
5308,693,92355631.985,596436064.274,6.1,115,original,DreamWorks SKG
5309,435,144305674.977,628332770.734,6.1,124,original,Lions Gate Films
5310,2567,133915666.378,117753430.781,6.7,170,original,Appian Way
5311,1538,75038950.9878,251396983.988,6.7,120,original,Paramount Pictures
5312,747,4617781.59925,34678837.9076,7.4,99,original,Universal Pictures
5313,36648,75038950.9878,148814206.79,5.7,123,original,New Line Cinema
5314,10304,8081117.79869,0.0,3.9,88,original,Startroop Pictures Inc.
5315,594,69266723.9887,253305240.674,7.0,128,original,DreamWorks SKG
5316,11774,161622355.974,241364107.692,6.5,108,original,Paramount Pictures
5317,70,34633361.9944,250241793.971,7.6,132,original,Lakeshore Entertainment
5318,8920,57722269.9906,231817870.538,5.2,80,original,Twentieth Century Fox Film Corporation
5319,11430,0.0,0.0,6.2,77,original,Walt Disney Television Animation
5320,10555,86583404.9859,423998956.15,5.8,90,original,DreamWorks SKG
5321,5137,80811177.9869,66910149.9763,5.7,107,original,Paramount Pictures
5322,12242,0.0,0.0,5.9,79,original,Walt Disney Pictures
5323,11836,34633361.9944,161809136.004,6.6,87,original,Paramount Pictures
5324,9711,0.0,0.0,4.7,111,original,FGM Entertainment
5325,1640,7503895.09878,113609042.217,7.1,112,original,Blackfriars Bridge Films
5326,8699,30015580.3951,104562954.678,6.7,94,original,Apatow Productions
5327,10096,42714479.793,111352835.687,6.1,98,original,Columbia Pictures
5328,14442,35787807.3942,31618836.0697,5.7,96,original,Miramax Films
5329,10591,28861134.9953,35108050.3172,6.2,108,original,Regency Enterprises
5330,11024,0.0,209493550.575,5.2,93,original,Mosaic Media Group
5331,866,28861134.9953,134800613.426,7.1,106,original,Miramax Films
5332,11247,21934462.5964,80889575.2195,5.9,95,original,Gaylord Films
5333,395,80811177.9869,197622423.162,5.5,101,original,Impact Pictures
5334,9472,23088907.9962,193626249.225,6.2,92,original,Twentieth Century Fox Film Corporation
5335,10045,13853344.7977,11064355.9441,6.5,84,original,Canal Plus
5336,1966,178939036.971,193136628.151,5.6,175,original,France 3 Cinéma
5337,11282,10390008.5983,27633853.3263,6.4,88,original,New Line Cinema
5338,176,1385334.47977,119960348.264,7.1,103,original,Twisted Pictures
5339,558,230889079.962,904815446.895,6.4,127,original,Laura Ziskin Productions
5340,9352,28861134.9953,24008824.3497,6.4,93,original,DreamWorks SKG
5341,9509,80811177.9869,150416978.752,7.3,146,original,Regency Enterprises
5342,5966,48486706.7921,198522339.904,5.7,90,original,Universal Pictures
5343,2288,31170025.7949,133344247.075,6.6,104,original,Columbia Pictures
5344,7220,38096698.1938,63148284.5865,6.0,124,original,Lions Gate Films
5345,314,115444539.981,94782713.7502,4.3,104,original,Village Roadshow Pictures
5346,13673,69266723.9887,0.0,5.3,99,original,Columbia Pictures
5347,27,1154445.39981,383648.758602,5.2,66,original,Revolution Films
5348,924,32324471.1947,118164853.187,6.7,101,original,New Amsterdam Entertainment
5349,9477,138533447.977,235007976.063,6.1,126,original,Jerry Bruckheimer Films
5350,2789,121216766.98,133653299.036,6.2,119,original,Universal Pictures
5351,2539,92355631.985,63542252.9325,5.6,130,original,Gracie Films
5352,1586,46177815.9925,107263182.843,6.3,96,original,Columbia Pictures Corporation
5353,4836,7503895.09878,13680425.0391,7.0,105,original,Sony Pictures Classics
5354,10589,69266723.9887,70822682.0353,6.0,97,original,New Line Cinema
5355,14623,65803387.7893,32651914.6246,4.4,95,original,Studio Canal
5356,11130,46177815.9925,109844827.53,5.9,113,original,Walt Disney Pictures
5357,10733,167394582.973,29807735.1998,5.9,137,original,Imagine Entertainment
5358,80,3117002.57949,18462600.8177,7.5,80,original,Castle Rock Entertainment
5359,1970,11544453.9981,211811410.261,5.8,92,original,Ghost House Pictures
5360,9759,28861134.9953,65136911.4522,6.0,94,original,New Line Cinema
5361,14462,92355631.985,110949088.034,6.1,129,original,Paramount Pictures
5362,4553,5772226.99906,9470186.90933,7.2,101,original,Filmax Entertainment
5363,11249,13853344.7977,28664468.2948,4.9,87,original,Rogue Pictures
5364,11045,28861134.9953,42264206.836,5.0,97,original,Twentieth Century Fox Film Corporation
5365,8849,69266723.9887,15464880.1547,5.4,103,original,Paramount Pictures
5366,14247,0.0,0.0,5.3,97,original,Destination Films
5367,4380,57722269.9906,196404018.024,5.8,107,original,Miramax Films
5368,9541,40405588.9934,41673611.0406,5.7,102,original,Miramax Films
5369,9890,103900085.983,117753430.781,5.4,93,original,Paramount Pictures
5370,14337,8081.11779869,490362.228024,6.9,79,original,Thinkfilm
5371,11633,11544453.9981,1687786.47563,6.7,101,original,Toho Company
5372,13700,126988993.979,120006285.955,5.8,76,original,Walt Disney Pictures
5373,2023,115444539.981,124799530.556,6.3,136,original,Casey Silver Productions
5374,1599,25397798.7959,0.0,6.3,106,original,Fox Searchlight Pictures
5375,1777,6926672.39887,137511206.201,6.6,122,original,BIM Distribuzione
5376,13476,19625571.7968,19602596.0245,5.3,95,original,DreamWorks SKG
5377,12153,42714479.793,130552160.845,6.4,109,original,Columbia Pictures
5378,205,20202794.4967,43868925.1929,7.2,121,original,Lions Gate Films
5379,10367,3232447.11947,0.0,5.4,95,original,Mandalay Pictures
5380,11358,64648942.3895,66061856.5699,6.0,86,original,Metro-Goldwyn-Mayer (MGM)
5381,21385,0.0,0.0,6.3,68,original,Walt Disney Pictures
5382,83,150077.901976,63111168.0124,5.3,79,original,Plunge Pictures LLC
5383,2841,54258933.7912,0.0,6.9,133,original,2003 Productions
5384,3989,36942252.794,58769839.1442,6.5,98,original,Paramount Pictures
5385,10891,5772226.99906,0.0,5.5,101,original,Stampede Entertainment
5386,13378,0.0,0.0,7.2,68,original,Walt Disney Pictures
5387,11025,0.0,0.0,5.4,91,original,Warner Bros. Pictures
5388,5552,28475330.8871,0.0,6.1,103,original,Sofica Valor 6
5389,9805,0.0,0.0,6.3,87,original,herbX film GmbH
5390,9675,18471126.397,126414429.967,6.6,126,original,Fox Searchlight Pictures
5391,10762,21934462.5964,80385323.8589,5.2,95,original,Paramount Pictures
5392,9384,69266723.9887,196565975.169,5.5,101,original,Weed Road Pictures
5393,16791,0.0,0.0,5.4,88,original,Capitol Films
5394,11132,17316680.9972,33861116.5242,5.1,89,original,Walt Disney Pictures
5395,6947,69266723.9887,296343271.107,6.0,108,original,Scott Rudin Productions
5396,2122,46177815.9925,30195421.0539,5.5,98,original,Cheyenne Enterprises
5397,615,34633361.9944,706404470.567,6.8,127,original,Icon Productions
5398,11237,23088907.9962,81957424.5154,5.0,97,original,Screen Gems
5399,1677,46177815.9925,143995745.638,7.0,152,original,Universal Pictures
5400,10677,28861134.9953,31960839.3649,5.8,86,original,Miramax Films
5401,2003,0.0,0.0,4.8,88,original,Canal Plus
5402,10740,23088907.9962,0.0,5.8,100,original,Fine Line Features
5403,11823,35787807.3942,47923345.5181,5.7,98,original,Universal Pictures
5404,11081,51950042.9915,75582151.0273,6.0,103,original,Village Roadshow Pictures
5405,13505,0.0,0.0,5.5,93,original,Paramount Pictures
5406,36763,0.0,0.0,5.0,181,original,Warner Bros. Television
5407,9833,80811177.9869,178533696.183,6.8,143,original,Odyssey Entertainment
5408,438,952417.454845,0.0,5.6,97,original,Mad Circus Films
5409,401,2886113.49953,30918036.9164,7.1,102,original,Fox Searchlight Pictures
5410,8193,461778.159925,53240824.9297,6.6,95,original,Access Films
5411,13969,34633361.9944,0.0,5.2,105,original,Regency Enterprises
5412,11026,92355631.985,90047417.6904,4.6,114,original,Morgan Creek Productions
5413,11208,34633361.9944,15009241.3354,6.6,114,original,Lakeshore Entertainment
5414,421,57722269.9906,40184400.7182,7.0,119,original,Touchstone Pictures
5415,10204,126988993.979,83326593.2963,5.6,120,original,Studio Babelsberg
5416,21301,20780017.1966,75120237.7973,5.7,106,original,Metro-Goldwyn-Mayer (MGM)
5417,10046,61185606.19,0.0,4.8,124,original,Ultra Films
5418,11137,0.0,0.0,5.8,111,original,Paramount Pictures
5419,10870,0.0,0.0,4.0,86,original,Union Générale Cinématographique (UGC)
5420,12450,0.0,0.0,5.0,173,original,Larry Levinson Productions
5421,29979,0.0,428756.403709,5.6,80,original,New Line Cinema
5422,7092,0.0,0.0,5.9,30,original,Universal Pictures
5423,10145,48486706.7921,135734652.11,5.4,91,original,Revolution Studios
5424,15566,51950042.9915,17078431.1734,5.0,91,original,DreamWorks SKG
5425,7548,0.0,0.0,5.7,114,original,First Choice Films
5426,15775,0.0,0.0,6.3,92,original,Intermedia Films
5427,1901,0.0,0.0,5.8,109,original,Depth of Field
5428,11109,12698899.3979,0.0,6.1,125,original,Ingenious Film Partners
5429,14207,0.0,0.0,5.9,106,original,Electric Entertainment
5430,11866,51950042.9915,24253951.2048,5.4,113,original,Twentieth Century Fox Film Corporation
5431,6478,26552244.1957,0.0,6.2,118,original,Lionsgate
5432,11058,28861134.9953,34765530.9849,4.7,102,original,Lions Gate Films
5433,13416,34633361.9944,70716616.2097,7.2,118,rearrange,Universal Studios
5434,5516,0.0,0.0,5.8,104,original,Mike Zoss Productions
5435,9688,0.0,23187988.2727,5.8,100,original,Fox Searchlight Pictures
5436,4599,57722269.9906,57397421.754,5.9,119,original,Touchstone Pictures
5437,11162,0.0,0.0,6.3,138,original,Movision
5438,15184,0.0,0.0,5.9,94,original,Beyond Films
5439,15644,23088907.9962,19170446.7057,5.9,84,original,20th Century Fox
5440,34843,0.0,0.0,6.5,90,original,British Broadcasting Corporation (BBC)
5441,11141,0.0,0.0,5.6,90,original,New Line Cinema
5442,14024,17316680.9972,17163733.1439,5.9,103,original,New Line Cinema
5443,11188,26552244.1957,0.0,6.2,184,original,FilmFernsehFonds Bayern
5444,11632,26552244.1957,18614105.6142,5.5,141,original,Alliance Films
5445,11184,0.0,0.0,6.3,118,original,Fox Searchlight Pictures
5446,1997,86006182.286,71774237.1194,6.8,109,original,Pathé Renn Productions
5447,842,0.0,4084382.80116,6.1,95,original,Monsoon Pictures
