,id,popularity,vote_average,budget_adj,revenue_adj
1753,36465,0.250389,5.8,0.0,0.0
1754,22494,0.250351,7.1,0.0,0.0
1755,33806,0.249839,7.4,0.0,0.0
1756,25704,0.249295,5.1,15246006.5119,6510293.79868
1757,21398,0.321244,4.9,5082002.17062,0.0
1758,25183,0.118533,5.1,1016400.43412,1318241.88745
1759,21469,0.242864,6.3,0.0,0.0
1760,27310,0.242794,4.2,0.0,0.0
1761,25642,0.242239,4.4,40656017.365,0.0
1762,20606,0.240757,5.6,0.0,0.0
1763,24001,0.168316,4.6,0.0,0.0
1764,18898,0.271818,6.0,0.0,0.0
1765,26320,0.235045,5.9,0.0,0.0
1766,72962,0.781772,5.7,0.0,0.0
1767,26342,0.235186,3.1,0.0,0.0
1768,25405,0.118447,6.7,0.0,0.0
1769,14410,0.232346,6.6,0.0,43757611.0606
1770,46420,0.23156,6.3,0.0,0.0
1771,26171,0.230953,6.5,21344409.1166,0.0
1772,22259,0.230359,4.9,0.0,0.0
1773,34592,0.428574,3.7,0.0,0.0
1774,25196,0.226009,6.4,7114803.03887,40109639.1148
1775,28479,0.225875,5.7,0.0,0.0
1776,23173,0.213292,4.7,0.0,0.0
1777,19905,0.196421,5.3,10164004.3412,0.0
1778,33195,0.222544,6.5,0.0,0.0
1779,22136,0.221791,5.1,0.0,0.0
1780,38850,0.220819,6.0,2032800.86825,7425.82157172
1781,20825,0.21893,4.9,0.0,0.0
1782,18472,0.218609,4.8,10164004.3412,0.0
1783,28019,0.216906,6.3,15246006.5119,0.0
1784,31169,0.213237,6.0,0.0,0.0
1785,34188,0.212295,5.2,0.0,0.0
1786,32338,0.212004,4.7,0.0,0.0
1787,41009,0.20979,4.8,0.0,0.0
1788,51249,0.223951,6.1,0.0,0.0
1789,23720,0.209084,5.1,0.0,0.0
1790,23127,0.209043,6.9,0.0,0.0
1791,22135,0.206657,5.4,0.0,0.0
1792,29919,0.203813,6.2,0.0,0.0
1793,52034,0.203707,5.3,0.0,0.0
1794,39545,0.196413,5.9,0.0,0.0
1795,23044,0.195364,7.1,0.0,0.0
1796,15135,0.284873,4.5,0.0,0.0
1797,43937,0.182881,7.0,2541001.08531,358596.237164
1798,19268,0.193267,6.5,0.0,0.0
1799,22681,0.529037,5.8,1524600.65119,0.0
1800,30128,0.190162,5.6,7114803.03887,1452740.12409
1801,29134,0.188104,6.4,0.0,0.0
1802,183894,0.189207,7.6,0.0,0.0
1803,32084,0.14086,6.0,0.0,0.0
1804,17911,0.187796,4.5,0.0,0.0
1805,19106,0.185586,6.6,12705005.4266,0.0
1806,22492,0.182403,7.4,0.0,1927343.22481
1807,18759,0.181456,3.4,0.0,0.0
1808,18480,0.180029,5.2,42688818.2332,0.0
1809,26736,0.179972,5.8,0.0,0.0
1810,37721,0.176846,6.5,0.0,0.0
1811,51880,0.170087,6.6,0.0,0.0
1812,23404,0.168985,4.0,0.0,0.0
1813,15060,0.236277,7.1,0.0,0.0
1814,27169,0.166774,6.9,0.0,0.0
1815,44571,0.165343,4.6,12196805.2095,0.0
1816,38087,0.165257,7.0,0.0,0.0
1817,17632,0.164377,5.9,5082.00217062,0.0
1818,21033,0.159638,4.4,1524600.65119,56918.424311
1819,30685,0.159615,5.4,0.0,0.0
1820,15338,0.158652,3.4,7623003.25594,0.0
1821,46127,0.158638,6.0,0.0,0.0
1822,28520,0.157549,5.5,0.0,0.0
1823,14549,0.23818,5.3,0.0,0.0
1824,22476,0.15559,5.8,0.0,0.0
1825,18065,0.155519,5.0,0.0,0.0
1826,39037,0.154563,5.6,3252481.3892,0.0
1827,26223,0.328199,5.9,0.0,0.0
1828,19139,0.149553,3.5,0.0,0.0
1829,24438,0.145905,5.0,58951225.1792,86678883.1223
1830,19508,0.145388,6.9,0.0,0.0
1831,1977,0.145081,5.4,5082002.17062,39243229.9092
1832,22175,0.248508,4.6,0.0,0.0
1833,282963,0.143953,7.3,0.0,0.0
1834,27866,0.142609,7.6,0.0,0.0
1835,18955,0.141098,4.4,0.0,0.0
1836,35436,0.137731,5.7,0.0,0.0
1837,26032,0.137656,6.0,0.0,0.0
1838,41144,0.135641,5.6,0.0,0.0
1839,56704,0.057316,5.7,0.0,0.0
1840,22800,0.13313,7.0,0.0,0.0
1841,24869,0.132841,6.6,0.0,0.0
1842,14838,0.190628,4.1,3557401.51944,0.0
1843,27561,0.128532,6.2,3557401.51944,0.0
1844,35885,0.126448,3.8,0.0,0.0
1845,19900,0.125174,5.2,0.0,0.0
1846,25377,0.123497,3.7,0.0,0.0
1847,20441,0.123044,5.1,0.0,0.0
1848,113655,0.038585,5.5,0.0,0.0
1849,18247,0.12035,5.2,0.0,0.0
1850,15039,0.222882,3.5,9147603.90712,0.0
1851,23988,0.11886,4.1,109.771246885,0.0
1852,133365,0.256703,7.5,0.0,0.0
1853,29150,0.114458,5.7,254100.108531,236548.905835
1854,23509,0.114327,4.9,0.0,0.0
1855,40819,0.112717,7.6,0.0,0.0
1856,46534,0.060334,4.7,0.0,0.0
1857,25154,0.246935,4.5,0.0,0.0
1858,26367,0.109178,6.1,0.0,0.0
1859,38150,0.108905,6.1,0.0,0.0
1860,35568,0.108083,6.6,0.0,0.0
1861,31189,0.107537,5.7,0.0,0.0
1862,52699,0.109128,5.1,0.0,0.0
1863,24458,0.128661,6.0,0.0,0.0
1864,19105,0.103773,8.3,0.0,0.0
1865,220903,0.102223,7.0,0.0,0.0
1866,33870,0.166371,6.7,25410010.8531,21059258.9912
1867,17618,0.323342,5.2,0.0,0.0
1868,30974,0.097705,5.5,0.0,0.0
1869,34423,0.097127,6.0,0.0,0.0
1870,23116,0.148198,6.0,0.0,0.0
1871,42151,0.092519,6.5,31703.5623412,10164.0043412
1872,26379,0.091395,6.1,3303301.41091,0.0
1873,54507,0.091154,6.9,0.0,0.0
1874,27370,0.090552,4.6,0.0,0.0
1875,42309,0.210628,4.6,0.0,0.0
1876,36432,0.096111,6.9,0.0,0.0
1877,21641,0.287231,7.1,10164004.3412,0.0
1878,28227,0.083178,7.7,0.0,0.0
1879,281982,0.083031,7.9,0.0,0.0
1880,20236,0.077477,3.5,6098402.60475,0.0
1881,39958,0.115707,5.6,0.0,0.0
1882,34279,0.073533,3.3,0.0,0.0
1883,15670,0.073493,6.9,0.0,91992712.0023
1884,26191,0.07183,5.9,0.0,0.0
1885,35689,0.090351,4.5,0.0,0.0
1886,49637,0.088781,5.7,0.0,0.0
1887,19599,0.059697,5.3,0.0,0.0
1888,14402,0.058977,5.5,0.0,0.0
1889,23951,0.058472,7.2,0.0,0.0
1890,28238,0.08649,6.4,0.0,0.0
1891,43065,0.050789,6.0,0.0,0.0
1892,44750,0.047028,6.1,0.0,0.0
1893,16634,0.044425,5.8,0.0,0.0
1894,21474,0.043209,5.4,0.0,0.0
1895,281979,0.056777,8.0,0.0,0.0
1896,32389,0.135759,7.2,0.0,0.0
1897,40534,0.020701,7.0,0.0,0.0
1898,26629,0.029831,4.7,0.0,0.0
1899,31160,0.027045,7.2,0.0,0.0
1900,47813,0.026174,6.9,0.0,81.31203473
1901,24613,0.023254,4.9,0.0,0.0
1902,18489,0.024051,6.5,0.0,0.0
1903,25073,0.021121,5.6,0.0,0.0
1904,46641,0.021041,6.3,0.0,407224.899534
1905,53700,0.015926,4.2,0.0,0.0
1906,19238,0.169317,4.3,0.0,0.0
1907,253835,0.01531,5.9,0.0,0.0
1908,20323,0.013174,6.0,0.0,0.0
1909,46458,0.01217,5.4,0.0,0.0
1910,39246,0.00246,6.0,0.0,0.0
1911,15004,0.257762,6.9,0.0,0.0
1912,37928,0.005502,6.0,0.0,0.0
1913,25867,0.139545,4.4,0.0,0.0
1914,28997,0.00459,6.6,0.0,0.0
1915,60366,0.019105,4.1,3557.40151944,0.0
1916,31981,0.003432,7.0,0.0,0.0
1917,29379,0.005289,5.5,0.0,0.0
1918,31687,0.001423,4.3,0.0,0.0
1919,27205,9.363643,7.9,160000000.0,825500000.0
1920,10138,5.70486,6.6,200000000.0,623933331.0
1921,12155,5.57295,6.3,200000000.0,1025467110.0
1922,44214,5.29318,7.1,13000000.0,327803731.0
1923,12444,4.840588,7.4,250000000.0,954305868.0
1924,20352,3.791881,7.1,69000000.0,543513985.0
1925,27578,3.74884,5.9,80000000.0,274470394.0
1926,10191,3.560424,7.4,165000000.0,494878759.0
1927,11324,3.176169,7.6,80000000.0,294804195.0
1928,20526,2.911727,6.3,170000000.0,400062763.0
1929,38757,2.865684,7.3,260000000.0,591794936.0
1930,10193,2.711136,7.5,200000000.0,1063171911.0
1931,27576,2.586787,6.2,110000000.0,293329073.0
1932,44115,2.440611,6.9,18000000.0,35692920.0
1933,37735,2.332359,6.6,8000000.0,74952305.0
1934,10140,2.245241,6.0,155000000.0,415686217.0
1935,23483,2.225609,7.0,28000000.0,96188903.0
1936,37710,2.162441,6.0,100000000.0,278346189.0
1937,9543,2.128799,6.1,150000000.0,335154643.0
1938,20662,2.11831,6.1,200000000.0,310669540.0
1939,44264,2.100704,7.0,38000000.0,252276927.0
1940,18823,2.087252,5.6,125000000.0,232713139.0
1941,27022,2.053855,5.8,150000000.0,215283742.0
1942,37056,2.033563,6.5,30000000.0,0.0
1943,37799,1.923694,7.1,40000000.0,224920315.0
1944,22538,1.906739,7.2,60000000.0,47664559.0
1945,39451,1.903671,5.4,100000000.0,310650585.0
1946,34851,1.888263,5.8,40000000.0,126248813.0
1947,32657,1.878018,6.0,95000000.0,226497209.0
1948,44048,1.874641,6.2,100000000.0,167805466.0
1949,10192,1.820934,6.0,165000000.0,752600867.0
1950,22971,1.784073,6.5,25000000.0,114977104.0
1951,34544,1.730679,6.2,110000000.0,177238796.0
1952,39514,1.720825,6.5,58000000.0,71664962.0
1953,23631,1.71986,6.2,20000000.0,31327899.0
1954,38365,1.659355,6.1,80000000.0,271430189.0
1955,20504,1.624483,6.5,80000000.0,157107755.0
1956,35056,1.618371,5.9,55000000.0,152263880.0
1957,23168,1.614028,6.9,37000000.0,154026136.0
1958,23169,1.57937,6.8,20000000.0,0.0
1959,24021,1.546212,5.9,68000000.0,698491347.0
1960,38055,1.540322,6.6,130000000.0,321885765.0
1961,10196,1.538276,4.7,150000000.0,318502923.0
1962,27581,1.419224,6.1,100000000.0,170432927.0
1963,42941,1.402935,4.8,0.0,0.0
1964,49018,1.396973,6.7,1500000.0,97009150.0
1965,41233,1.386743,6.5,30000000.0,159291809.0
1966,45269,1.385499,7.4,15000000.0,414211549.0
1967,43347,1.365279,6.5,30000000.0,102820008.0
1968,49009,1.36053,6.7,30000000.0,20348249.0
1969,31867,1.348633,6.1,32000000.0,18409891.0
1970,23830,1.344701,6.1,7000000.0,7644937.0
1971,37834,1.325302,5.9,117000000.0,261930431.0
1972,38234,1.302132,7.4,3000000.0,0.0
1973,38167,1.271623,5.7,60000000.0,204594016.0
1974,46705,1.271367,6.9,1000000.0,12355734.0
1975,27573,1.255298,5.5,40000000.0,136000000.0
1976,25195,1.2347,6.3,19000000.0,29922472.0
1977,22972,1.206958,6.3,100000000.0,94882889.0
1978,38745,1.203837,5.0,112000000.0,237382724.0
1979,34806,1.202845,5.7,35000000.0,77477008.0
1980,37950,1.166631,6.8,44000000.0,48190704.0
1981,41210,1.147365,5.8,19000000.0,49830607.0
1982,27586,1.14644,6.3,10000000.0,2995811.0
1983,32856,1.145806,5.6,52000000.0,216485654.0
1984,46261,1.138389,5.4,25000000.0,36993168.0
1985,44683,1.137934,6.3,0.0,0.0
1986,41439,1.134397,5.8,20000000.0,136150434.0
1987,38575,1.125831,6.1,40000000.0,357852395.0
1988,41733,1.119731,6.2,65000000.0,211780824.0
1989,44147,1.111487,6.1,8000000.0,3453043.0
1990,26389,1.107689,6.1,52000000.0,52615806.0
1991,11439,1.107358,6.5,45000000.0,60222298.0
1992,43923,1.084894,6.9,8000000.0,6491240.0
1993,43539,1.078211,6.8,30000000.0,51148651.0
1994,23437,1.074308,5.5,35000000.0,115664037.0
1995,34813,1.065023,6.2,25000000.0,23580000.0
1996,45317,1.054685,7.1,25000000.0,9190869.0
1997,32823,1.047978,5.9,40000000.0,90029656.0
1998,46838,1.046994,7.2,0.0,0.0
1999,20533,1.023117,4.4,47000000.0,10539000.0
2000,42949,1.010874,5.3,65000000.0,0.0
2001,33473,1.009826,5.4,0.0,0.0
2002,26022,1.008796,7.6,22000000.0,0.0
2003,40264,1.004446,4.3,20000000.0,80547866.0
2004,44639,1.003782,7.6,2000000.0,7871522.0
2005,37821,0.997641,5.7,75000000.0,98159963.0
2006,22894,0.992107,5.0,26000000.0,67918658.0
2007,44982,0.988366,5.9,0.0,3317662.0
2008,37786,0.984762,5.5,100000000.0,288347692.0
2009,38303,0.982925,6.0,20000000.0,32005248.0
2010,35019,0.981468,6.0,35000000.0,93246388.0
2011,23048,0.944055,5.9,36000000.0,64572262.0
2012,43549,0.932529,6.6,21800000.0,0.0
2013,41402,0.919635,6.6,20000000.0,24145613.0
2014,43949,0.918093,7.2,14000000.0,1755212.0
2015,41216,0.914278,6.5,80000000.0,140073390.0
2016,22907,0.912689,6.1,32000000.0,69055695.0
2017,42297,0.912122,6.8,55000000.0,89519773.0
2018,44129,0.892356,6.4,15000000.0,4882577.0
2019,38073,0.878529,6.0,32000000.0,42045846.0
2020,41283,0.878074,6.2,24000000.0,23081726.0
2021,41411,0.876654,7.3,20000000.0,0.0
2022,41436,0.875432,5.7,3000000.0,177512032.0
2023,42188,0.856916,6.7,15000000.0,9455232.0
2024,40662,0.856837,7.6,0.0,6629178.0
2025,27579,0.856222,5.6,20000000.0,65464324.0
2026,50393,0.84783,6.7,0.0,0.0
2027,23742,0.839107,5.5,30000000.0,55583804.0
2028,101669,0.837064,6.2,11000000.0,0.0
2029,43933,0.827664,6.3,500000.0,4242978.0
2030,59468,0.826116,7.2,0.0,4430765.0
2031,38408,0.82289,6.5,38000000.0,105610124.0
2032,23759,0.804348,5.7,12000000.0,6814789.0
2033,55347,0.802711,6.8,3200000.0,5332926.0
2034,54553,0.79882,7.1,0.0,0.0
2035,63555,0.795707,4.7,0.0,0.0
2036,41505,0.794885,5.5,22000000.0,851517.0
2037,44113,0.791799,4.9,22000000.0,9479718.0
2038,33217,0.789582,5.8,15000000.0,75700498.0
2039,43947,0.788144,6.2,2000000.0,572809.0
2040,43593,0.78688,5.2,24000000.0,83188165.0
2041,38357,0.77844,6.1,40000000.0,58785180.0
2042,45094,0.773316,7.0,12500000.0,6732980.0
2043,49852,0.764791,5.8,90000000.0,16178959.0
2044,38358,0.761889,5.4,1800000.0,67738090.0
2045,23023,0.756229,5.2,48000000.0,112462508.0
2046,39285,0.754526,5.1,0.0,0.0
2047,38363,0.754168,6.4,22000000.0,24188922.0
2048,45657,0.745434,5.9,10000000.0,498974.0
2049,30675,0.744585,6.6,0.0,7000000.0
2050,26388,0.740867,6.5,1987650.0,19152480.0
2051,38778,0.73988,5.4,69000000.0,86387857.0
2052,13477,0.733947,5.7,0.0,36699403.0
2053,46541,0.698694,4.6,13000000.0,0.0
2054,52338,0.693664,5.8,0.0,0.0
2055,39781,0.68633,6.4,4000000.0,34705850.0
2056,48844,0.674413,5.7,0.0,0.0
2057,42684,0.671484,4.7,10000000.0,66821036.0
2058,48289,0.670027,6.1,20000000.0,45636368.0
2059,49953,0.669106,5.8,0.0,0.0
2060,44718,0.661465,5.9,7500000.0,0.0
2061,38199,0.659899,6.5,15000000.0,0.0
2062,39013,0.659749,6.7,2000000.0,13831503.0
2063,31900,0.658786,6.9,0.0,0.0
2064,27004,0.655955,5.8,7000000.0,46488.0
2065,39691,0.655878,5.0,85000000.0,112483764.0
2066,44244,0.6538,5.5,0.0,0.0
2067,37931,0.64929,5.2,10000000.0,6110000.0
2068,38843,0.648081,6.2,0.0,0.0
2069,7978,0.642475,5.4,150000000.0,0.0
2070,27583,0.642315,5.9,0.0,6153967.0
2071,42888,0.640576,4.9,120000000.0,48668907.0
2072,16290,0.640516,6.5,20000000.0,0.0
2073,54551,0.63509,7.2,0.0,0.0
2074,50479,0.631665,5.7,0.0,0.0
2075,58496,0.629432,8.0,0.0,8212430.0
2076,52208,0.62808,3.6,0.0,0.0
2077,45649,0.619772,5.6,500000.0,98017.0
2078,66193,0.619551,5.3,0.0,3826.0
2079,23172,0.618078,5.4,28000000.0,45236543.0
2080,34016,0.61643,5.9,20000000.0,49779728.0
2081,41215,0.611978,5.6,0.0,265318.0
2082,46503,0.608691,5.9,0.0,0.0
2083,53172,0.602854,5.8,12000000.0,204940.0
2084,37414,0.602017,6.1,13000000.0,0.0
2085,48838,0.599676,5.5,25000000.0,4644108.0
2086,44603,0.598275,5.5,50000000.0,105197635.0
2087,51250,0.598083,5.1,10000000.0,0.0
2088,43931,0.597254,5.2,25000000.0,19829957.0
2089,42194,0.59643,5.0,30000000.0,967000.0
2090,42194,0.59643,5.0,30000000.0,967000.0
2091,60309,0.591206,5.9,25000000.0,15478800.0
2092,35153,0.583302,4.8,4500000.0,0.0
2093,34803,0.579188,5.7,21000000.0,49050886.0
2094,46441,0.576838,5.4,0.0,0.0
2095,35458,0.569318,5.6,0.0,88335.0
2096,44835,0.564203,6.2,7000000.0,382946.0
2097,44629,0.554061,6.7,5000000.0,1000000.0
2098,38579,0.552065,4.9,50000000.0,83761844.0
2099,59490,0.550709,7.1,0.0,6467348.0
2100,43943,0.548639,6.0,0.0,538000.0
2101,45569,0.545277,6.1,0.0,0.0
2102,44363,0.538392,5.8,0.0,3065860.0
2103,33909,0.535535,5.8,70000000.0,134748021.0
2104,65760,0.534678,6.7,0.0,0.0
2105,47626,0.534572,6.5,0.0,0.0
2106,40247,0.534468,5.6,3000000.0,0.0
2107,43434,0.534192,6.2,18000000.0,871279.0
2108,36550,0.534144,6.3,0.0,0.0
2109,38407,0.532098,6.0,50000000.0,0.0
2110,60011,0.528989,6.7,0.0,0.0
2111,50838,0.524061,5.3,0.0,8020.0
2112,47518,0.523187,5.6,8500000.0,0.0
2113,35690,0.518174,6.8,0.0,0.0
2114,74997,0.516644,4.7,0.0,0.0
2115,44009,0.514465,6.7,8000000.0,18124262.0
2116,44874,0.514385,6.5,0.0,0.0
2117,45658,0.513857,5.8,5000000.0,2614773.0
2118,33555,0.513524,5.5,0.0,0.0
2119,29427,0.512957,6.1,20000000.0,54956140.0
2120,48946,0.51097,5.9,0.0,0.0
2121,41180,0.507471,5.2,0.0,0.0
2122,51200,0.507092,6.9,10000.0,0.0
2123,27585,0.498635,6.6,5000000.0,5129058.0
2124,39210,0.49843,6.2,8000000.0,0.0
2125,12819,0.495162,5.5,20000000.0,39300000.0
2126,38031,0.493121,5.8,22000000.0,0.0
2127,36950,0.493069,6.7,0.0,0.0
2128,47533,0.490141,5.0,0.0,0.0
2129,51170,0.484243,5.3,0.0,0.0
2130,43920,0.478118,7.7,0.0,430041.0
2131,40205,0.47421,5.4,0.0,0.0
2132,35558,0.473513,6.0,0.0,0.0
2133,41135,0.470522,5.4,0.0,0.0
2134,41515,0.470249,5.1,80000000.0,201584141.0
2135,37932,0.460457,6.0,0.0,0.0
2136,35217,0.460154,7.0,0.0,0.0
2137,41592,0.455662,5.8,5773100.0,18144030.0
2138,48466,0.449761,6.4,0.0,0.0
2139,38570,0.448095,3.2,0.0,0.0
2140,38093,0.44737,6.0,0.0,21520719.0
2141,45162,0.444944,7.0,3500000.0,0.0
2142,45132,0.443893,6.6,2500000.0,324138.0
2143,44638,0.443807,6.1,20000000.0,346594.0
2144,41179,0.443437,5.4,0.0,0.0
2145,45013,0.442823,5.5,5800000.0,0.0
2146,48392,0.442301,7.2,4466000.0,0.0
2147,51736,0.426522,6.1,0.0,0.0
2148,59457,0.424197,5.6,3100000.0,0.0
2149,51256,0.423663,5.1,0.0,0.0
2150,46198,0.423512,6.0,1400000.0,0.0
2151,45077,0.422828,4.5,0.0,18000.0
2152,45745,0.609669,7.6,550000.0,0.0
2153,12685,0.417035,3.6,10000000.0,0.0
2154,50337,0.416714,6.0,0.0,0.0
2155,38626,0.410128,6.5,0.0,0.0
2156,43641,0.23283,7.0,0.0,0.0
2157,44918,0.407787,2.7,0.0,0.0
2158,45272,0.406941,5.9,15000000.0,20529194.0
2159,47386,0.401176,5.0,500000.0,0.0
2160,30061,0.400305,7.1,0.0,0.0
2161,39452,0.397548,7.7,0.0,4790751.0
2162,46934,0.39567,6.2,0.0,850994.0
2163,73211,0.393778,6.6,10000000.0,0.0
2164,43930,0.393626,6.5,27000000.0,16504936.0
2165,45756,0.390858,4.7,0.0,0.0
2166,129269,0.389123,7.0,0.0,0.0
2167,46911,0.385532,7.3,0.0,0.0
2168,33107,0.385303,5.1,0.0,0.0
2169,41382,0.379104,5.8,0.0,0.0
2170,367186,0.082894,7.3,0.0,0.0
2171,27569,0.375979,5.8,31000000.0,15134293.0
2172,278427,0.374797,7.0,0.0,0.0
2173,44040,0.368927,5.6,10000000.0,33583175.0
2174,46837,0.368374,5.3,0.0,539957.0
2175,31007,0.364652,6.3,0.0,42145.0
2176,80188,0.361861,5.8,0.0,0.0
2177,44716,0.359688,7.1,15000000.0,0.0
2178,60695,0.359543,6.0,0.0,0.0
2179,40619,0.356462,7.6,0.0,0.0
2180,39053,0.348945,6.1,7000000.0,0.0
2181,29564,0.346981,5.4,8000000.0,0.0
2182,58446,0.346631,5.7,0.0,0.0
2183,71622,0.345663,4.8,0.0,0.0
2184,84520,0.189991,4.8,0.0,0.0
2185,64956,0.34123,7.3,0.0,0.0
2186,89704,0.340855,7.1,0.0,338987.0
2187,34563,0.312595,5.9,14000000.0,21409028.0
2188,50090,0.146543,6.3,0.0,0.0
2189,52010,0.335013,5.5,0.0,0.0
2190,48495,0.334115,5.3,104002432.0,0.0
2191,31261,0.332904,7.2,100000.0,1000000.0
2192,34751,0.331978,5.1,0.0,0.0
2193,46829,0.328667,6.9,30000000.0,8454301.0
2194,55061,0.32716,5.7,0.0,693181.0
2195,75311,0.255051,5.9,0.0,0.0
2196,12201,0.3261,6.0,80000000.0,74901339.0
2197,44678,0.321863,4.8,0.0,0.0
2198,49787,0.321694,5.3,0.0,0.0
2199,57749,0.326168,5.1,0.0,0.0
2200,31035,0.319013,6.3,0.0,0.0
2201,44877,0.318587,5.9,4600000.0,1163967.0
2202,70695,0.315527,6.2,4000000.0,55125.0
2203,51409,0.312322,6.7,0.0,0.0
2204,55890,0.309807,5.9,2000000.0,0.0
2205,54559,0.308417,7.0,0.0,0.0
2206,44219,0.307351,5.1,0.0,0.0
2207,42296,0.346071,6.4,30000.0,3045943.0
2208,35169,0.302377,4.7,35000000.0,39340177.0
2209,45324,0.301054,6.0,12500000.0,1083683.0
2210,37737,0.300283,5.8,0.0,0.0
2211,32206,0.297737,3.3,2500000.0,0.0
2212,43919,0.29666,5.1,2500000.0,52604.0
2213,47559,0.287095,5.5,0.0,0.0
2214,189197,0.757082,7.8,120000000.0,0.0
2215,44263,0.289545,5.0,0.0,0.0
2216,44037,0.289469,3.3,2500000.0,0.0
2217,70588,0.289022,6.3,0.0,0.0
2218,49350,0.286433,4.1,0.0,0.0
2219,51462,0.285687,6.0,0.0,0.0
2220,43935,0.283241,4.9,20000000.0,4634062.0
2221,48832,0.281852,7.7,0.0,0.0
2222,63561,0.279938,6.4,0.0,0.0
2223,42307,0.278689,3.2,0.0,0.0
2224,70076,0.278268,5.8,0.0,0.0
2225,75170,0.276859,7.1,0.0,0.0
2226,47407,0.494214,3.9,500000.0,0.0
2227,38568,0.275607,6.8,30000.0,617000.0
2228,43942,0.27519,6.7,3000000.0,103735.0
2229,47607,0.271442,5.8,65000.0,0.0
2230,56601,0.271381,5.7,12500000.0,3878993.0
2231,47218,0.269283,6.4,0.0,215576.0
2232,55692,0.26795,7.1,0.0,0.0
2233,36515,0.265649,5.8,2500000.0,0.0
2234,43263,0.284327,5.9,0.0,0.0
2235,55215,0.260669,5.7,2500000.0,0.0
2236,60575,0.259649,4.2,0.0,0.0
2237,52015,0.2596,6.2,650000.0,33245.0
2238,41988,0.257311,6.0,0.0,0.0
2239,69270,0.256392,3.5,13000000.0,0.0
2240,46967,0.247732,8.0,0.0,0.0
2241,41827,0.162356,5.7,0.0,0.0
2242,56968,0.252021,4.5,0.0,0.0
2243,39312,0.187905,7.1,0.0,1422910.0
2244,46528,0.25054,6.4,425000000.0,11087569.0
2245,44992,0.377897,6.5,0.0,0.0
2246,50204,0.246578,6.0,10000000.0,4349187.0
2247,43642,0.245627,4.8,0.0,0.0
2248,59437,0.245438,5.9,0.0,63931.0
2249,32916,0.244947,6.4,0.0,0.0
2250,45662,0.2448,5.0,0.0,0.0
2251,46812,0.243848,5.3,4400000.0,0.0
2252,56272,0.559371,4.2,0.0,10.0
2253,32612,0.241802,6.0,0.0,0.0
2254,12645,0.241541,5.9,10000000.0,55089.0
2255,37495,0.240403,7.0,967686.0,4270000.0
2256,39681,0.237797,6.3,0.0,0.0
2257,43418,0.280412,7.6,7347125.0,0.0
2258,50053,0.234574,2.5,0.0,0.0
2259,62728,0.408233,5.4,0.0,0.0
2260,73454,0.230821,5.3,0.0,0.0
2261,63727,0.229124,5.5,0.0,0.0
2262,36801,0.228405,6.8,0.0,0.0
2263,30587,0.228045,6.4,0.0,0.0
2264,51859,0.227437,7.7,0.0,0.0
2265,42918,0.227258,6.0,0.0,178174.0
2266,25891,0.339125,5.2,0.0,0.0
2267,55785,0.224505,6.5,0.0,0.0
2268,158675,0.224171,7.7,0.0,0.0
2269,51299,0.222293,8.8,0.0,0.0
2270,57419,0.222257,7.3,0.0,0.0
2271,44991,0.219619,5.2,2000000.0,0.0
2272,43939,0.218552,6.2,0.0,0.0
2273,59435,0.218279,4.9,0.0,1279.0
2274,35221,0.216759,4.9,0.0,0.0
2275,46689,0.216503,7.8,1500000.0,187716.0
2276,51402,0.216339,7.0,0.0,0.0
2277,47088,0.214381,5.9,7000000.0,453079.0
2278,41371,0.213623,2.7,0.0,0.0
2279,34583,0.212376,6.2,0.0,0.0
2280,52454,0.211508,2.4,0.0,0.0
2281,46789,0.201591,7.0,0.0,0.0
2282,62878,0.210425,3.7,0.0,0.0
2283,41556,0.385851,4.8,4500000.0,123820.0
2284,34335,0.210231,5.2,2000000.0,0.0
2285,41584,0.208862,5.1,0.0,0.0
2286,47911,0.207234,6.5,0.0,0.0
2287,51888,0.241085,6.2,0.0,0.0
2288,71700,0.20523,5.2,0.0,0.0
2289,57018,0.204591,5.5,0.0,0.0
2290,51823,0.203502,6.0,0.0,0.0
2291,45556,0.201727,4.4,5000000.0,0.0
2292,45752,0.200531,6.9,0.0,0.0
2293,46713,0.200241,5.1,2300000.0,0.0
2294,44160,0.286429,5.8,0.0,0.0
2295,44944,0.196975,7.3,0.0,37000000.0
2296,40080,0.196856,5.4,0.0,0.0
2297,74518,0.195641,5.9,0.0,0.0
2298,68523,0.194905,2.4,0.0,0.0
2299,70925,0.187445,6.0,0.0,0.0
2300,39440,0.184116,6.9,0.0,0.0
2301,63578,0.182077,7.1,0.0,951179.0
2302,54700,0.217305,4.3,0.0,0.0
2303,56812,0.181532,6.2,7000000.0,3218666.0
2304,45368,0.180345,5.8,0.0,0.0
2305,47763,0.178957,5.5,0.0,0.0
2306,42833,0.17845,5.8,0.0,0.0
2307,53459,0.260805,5.5,1300000.0,0.0
2308,49958,0.1776,5.0,0.0,0.0
2309,56743,0.175586,6.8,0.0,0.0
2310,33602,0.175217,7.5,0.0,0.0
2311,55632,0.174224,4.9,0.0,10967.0
2312,46020,0.173474,4.8,0.0,0.0
2313,352812,0.172275,8.3,0.0,0.0
2314,51794,0.171948,6.6,12000000.0,0.0
2315,48373,0.171615,7.3,0.0,0.0
2316,40911,0.170851,6.6,0.0,0.0
2317,57120,0.170821,6.3,0.0,876302.0
2318,34134,0.170408,6.3,0.0,0.0
