,id,budget_adj,revenue_adj,production_company
7385,1492,73039139.9657,11175608.4704,Paramount Pictures
7386,10906,12432194.0367,26562086.5324,Paramount Pictures
7387,9475,48174751.8923,208387275.587,Universal Pictures
7397,9876,0.0,109731532.986,Universal Pictures
7398,9869,69931091.4565,276696484.766,Paramount Pictures
7405,14684,0.0,22867571.0259,Paramount Pictures
7424,14239,0.0,21928197.5525,Paramount Pictures
7427,11066,62160970.1836,108937100.247,Paramount Pictures
7433,10407,0.0,0.0,Universal Pictures
7445,16136,7770121.27294,31308740.1743,Paramount Pictures
7452,25095,0.0,0.0,Paramount Pictures
7453,13199,0.0,0.0,Universal Pictures
7454,18722,0.0,31080485.0918,Universal Pictures
7457,37527,0.0,13059138.7038,Universal Pictures
7462,10424,31080485.0918,17701080.6374,Paramount Pictures
7463,12772,0.0,0.0,Paramount Pictures
7472,13937,18648291.0551,57763170.1225,Universal Pictures
7473,22004,0.0,0.0,Universal Pictures
7476,14603,0.0,0.0,Universal Pictures
7478,61225,0.0,27243557.2485,Universal Pictures
7484,2007,0.0,11323223.6803,Universal Pictures
7486,19087,0.0,0.0,Paramount Pictures
7496,814,23981908.0486,76677951.7532,Universal Pictures
7501,11816,0.0,46179482.998,Universal Pictures
7503,9725,2997738.50607,52095361.6592,Paramount Pictures
7506,11281,5995477.01214,61234967.5405,Universal Pictures
7510,19114,0.0,0.0,Universal Pictures
7528,25566,0.0,0.0,Paramount Pictures
7529,848,43167434.4874,14389144.8291,Paramount Pictures
7533,21610,11990954.0243,47736848.9212,Universal Pictures
7543,21515,0.0,0.0,Paramount Pictures
7546,24634,0.0,0.0,Universal Pictures
7554,39874,5276019.77068,0.0,Paramount Pictures
7555,15660,0.0,0.0,Paramount Pictures
7563,12472,0.0,0.0,Universal Pictures
7564,26560,0.0,37359584.7293,Universal Pictures
7569,954,111217339.117,636297139.643,Paramount Pictures
7583,199,63949969.9922,208532510.844,Paramount Pictures
7584,9614,16682600.8675,57284018.3603,Universal Pictures
7590,8840,79242354.1207,160246634.181,Universal Pictures
7592,11228,111217339.117,221339839.455,Universal Pictures
7593,9103,41706502.1688,79799201.2649,Universal Pictures
7597,664,127899939.984,687422589.604,Universal Pictures
7605,10061,69510836.948,58774700.5021,Paramount Pictures
7613,1592,41706502.1688,142658735.295,Paramount Pictures
7618,10280,0.0,0.0,Paramount Pictures
7632,10723,34755418.474,31435516.9514,Universal Pictures
7648,11112,0.0,0.0,Universal Pictures
7652,17182,27804334.7792,0.0,Paramount Pictures
7653,3179,16682600.8675,0.0,Paramount Pictures
7664,2925,36145635.213,161821228.415,Paramount Pictures
7686,36355,35492233.3457,27915579.9227,Universal Pictures
7688,12606,0.0,0.0,Paramount Pictures
7703,9826,62559753.2532,24051985.4867,Paramount Pictures
7709,13997,0.0,44.4869356467,Paramount Pictures
7727,18414,0.0,0.0,Paramount Pictures
7750,38223,16682600.8675,0.0,Paramount Pictures
7754,32308,0.0,0.0,Universal Pictures
7757,3065,0.0,0.0,Universal Pictures
7769,955,158286514.293,691886948.732,Paramount Pictures
7773,3981,88640448.004,473734704.458,Paramount Pictures
7781,3536,78510111.0893,161662974.581,Universal Pictures
7786,134,32923594.9729,89906740.1184,Universal Pictures
7805,5994,75977526.8606,157963714.906,Universal Pictures
7808,11478,18994381.7151,44329315.9794,Universal Pictures
7822,479,58249437.2598,135742080.103,Paramount Pictures
7826,10685,41787639.7733,0.0,Universal Pictures
7827,889,105102245.49,75304207.6861,Universal Pictures
7833,24476,0.0,0.0,Universal Pictures
7852,10479,75977526.8606,89906740.1184,Paramount Pictures
7875,11004,44320224.002,0.0,Paramount Pictures
7877,16340,0.0,0.0,Paramount Pictures
7883,10391,50651684.5737,0.0,Paramount Pictures
7887,1831,31657302.8586,30850386.0671,Paramount Pictures
7934,10783,82308987.4323,0.0,Paramount Pictures
7935,15489,0.0,0.0,Paramount Pictures
7948,17711,96238200.6901,44490945.5049,Universal Pictures
7963,601,23726245.2268,1791694309.25,Universal Pictures
7964,1091,22596424.0255,31144285.1723,Universal Pictures
7966,6217,0.0,0.0,Universal Pictures
7970,9387,45192848.051,155579712.388,Universal Pictures
7971,150,2259642.40255,178214624.903,Paramount Pictures
7972,154,27115708.8306,218733384.567,Paramount Pictures
7973,13342,10168390.8115,61220220.4552,Universal Pictures
7979,2665,0.0,61350497.8783,Paramount Pictures
7983,9442,0.0,41116837.296,Universal Pictures
7988,2623,0.0,293291537.481,Paramount Pictures
7992,9037,29827279.7137,34282110.4789,Paramount Pictures
7996,15600,0.0,31634993.6357,Universal Pictures
8004,9728,9038569.6102,82906431.1456,Paramount Pictures
8006,10676,5649106.00638,32538850.5967,Universal Pictures
8011,22023,49712132.8561,0.0,Universal Pictures
8014,16363,0.0,0.0,Universal Pictures
8024,47955,18077139.2204,0.0,Paramount Pictures
8042,37165,80261728.1447,353309720.779,Paramount Pictures
8047,857,93638682.8355,644556400.786,Paramount Pictures
8064,8656,100327160.181,187898944.598,Paramount Pictures
8067,297,120392592.217,191210324.12,Universal Pictures
8074,1878,24747366.1779,14286955.476,Universal Pictures
8084,11551,53507818.7631,73148595.3596,Universal Pictures
8086,200,93638682.8355,157848065.351,Paramount Pictures
8090,1389,64209382.5158,103999894.055,Universal Pictures
8094,10312,66884773.4539,270606298.432,Universal Pictures
8107,9429,22740822.9743,40573861.9924,Paramount Pictures
8117,8688,97651769.2427,138975067.095,Paramount Pictures
8119,9440,86950205.4901,0.0,Universal Pictures
8120,10215,8026172.81447,77586337.2065,Paramount Pictures
8121,26269,0.0,0.0,Paramount Pictures
8129,11568,37455473.1342,18796472.7111,Universal Pictures
8131,11258,93638682.8355,26580767.4439,Paramount Pictures
8132,9422,93638682.8355,75851213.7513,Paramount Pictures
8140,18316,0.0,0.0,Universal Pictures
8158,10223,0.0,0.0,Paramount Pictures
8167,31473,0.0,0.0,Universal Pictures
8168,14557,0.0,0.0,Paramount Pictures
8181,9490,10701563.7526,23356189.644,Universal Pictures
8215,27472,0.0,0.0,Paramount Pictures
8237,165,70359397.5617,583982999.762,Universal Pictures
8249,172,52769548.1713,123480742.721,Paramount Pictures
8254,8913,20228326.799,101087926.908,Paramount Pictures
8257,2604,24625789.1466,283199561.942,Universal Pictures
8258,2616,26384774.0856,139414574.633,Universal Pictures
8261,9942,19348834.3295,87592433.3393,Paramount Pictures
8262,5971,35179698.7809,0.0,Paramount Pictures
8265,10345,32714340.67,137636432.589,Universal Pictures
8272,10283,8794924.69522,24625789.1466,Paramount Pictures
8273,11352,54528533.1103,130401979.069,Universal Pictures
8279,14550,0.0,0.0,Universal Pictures
8282,9085,52769548.1713,107060389.647,Paramount Pictures
8292,4105,52769548.1713,80723709.7274,Paramount Pictures
8306,925,11433402.1038,65602126.0499,Universal Pictures
8328,14628,14152370.6632,61830009.2329,Universal Pictures
8340,183,10553909.6343,25116370.0461,Universal Pictures
8353,19118,0.0,0.0,Paramount Pictures
8368,1598,56038249.4676,291879225.084,Universal Pictures
8369,174,43229506.7321,155145896.383,Paramount Pictures
8370,37137,36825135.3644,139183658.798,Paramount Pictures
8373,2924,120081963.145,243956250.779,Universal Pictures
8374,2907,48032785.2579,306613163.481,Paramount Pictures
8381,10380,0.0,0.0,Universal Pictures
8396,11187,20814206.9451,32918877.1088,Universal Pictures
8397,13122,9606557.05158,0.0,Universal Pictures
8403,1633,17612021.2612,191200107.145,Universal Pictures
8404,11384,0.0,105024461.496,Universal Pictures
8416,11364,0.0,0.0,Paramount Pictures
8420,1496,9606557.05158,1910203.02818,Universal Pictures
8428,1713,22415299.787,52007789.6369,Universal Pictures
8432,10804,0.0,0.0,Universal Pictures
8433,11498,0.0,60867753.8941,Paramount Pictures
8437,25562,0.0,58423698.4796,Paramount Pictures
8438,16270,0.0,0.0,Universal Pictures
8447,20704,0.0,0.0,Paramount Pictures
8450,19065,0.0,0.0,Universal Pictures
8451,18886,56038249.4676,0.0,Paramount Pictures
8452,3784,0.0,36462543.8739,Paramount Pictures
8457,20096,0.0,0.0,Paramount Pictures
8461,21219,36825135.3644,32416990.5411,Universal Pictures
8465,17956,0.0,0.0,Paramount Pictures
8480,13644,0.0,23715387.1747,Paramount Pictures
8490,37136,22126692.2771,145217807.783,Paramount Pictures
8495,9602,71911749.9005,532427775.711,Paramount Pictures
8499,9493,27658365.3464,399413325.505,Universal Pictures
8501,12144,22679859.584,155736595.742,Universal Pictures
8503,9647,0.0,111238257.641,Paramount Pictures
8506,9396,0.0,441807739.696,Paramount Pictures
8523,8337,7375564.09236,23987045.5592,Universal Pictures
8524,15158,5531673.06927,13428783.5814,Universal Pictures
8530,10281,5162894.86465,35347392.7565,Paramount Pictures
8549,11851,0.0,37475418.1668,Paramount Pictures
8550,9013,55316730.6927,70830503.2679,Universal Pictures
8553,11051,12907237.1616,15439978.2126,Universal Pictures
8556,10868,0.0,0.0,Paramount Pictures
8561,2617,44253384.5542,80126708.5033,Universal Pictures
8562,10130,40565602.508,0.0,Universal Pictures
8569,12714,0.0,0.0,Paramount Pictures
8587,30502,0.0,27883320.0512,Paramount Pictures
8598,11503,12907237.1616,36131101.7581,Universal Pictures
8602,19382,36877820.4618,95301135.0624,Universal Pictures
8631,580,44138850.0755,99563837.1553,Universal Pictures
8635,96,38381608.7613,575657032.691,Paramount Pictures
8638,117,47977010.9516,146369136.274,Paramount Pictures
8641,10998,26867126.1329,614385336.767,Paramount Pictures
8644,2609,0.0,94476867.3084,Paramount Pictures
8647,11548,0.0,124910637.06,Universal Pictures
8655,15143,0.0,35606518.6557,Paramount Pictures
8658,10023,38381608.7613,127951840.293,Universal Pictures
8670,8989,0.0,95951360.1387,Universal Pictures
8671,10021,23028965.2568,213011939.175,Universal Pictures
8678,8852,5757241.31419,27217342.9602,Universal Pictures
8698,17159,0.0,96922495.4417,Paramount Pictures
8699,14671,0.0,67387411.8686,Paramount Pictures
8707,5709,0.0,0.0,Universal Pictures
8709,14464,0.0,8090572.53654,Paramount Pictures
8716,12506,0.0,0.0,Universal Pictures
8725,10652,0.0,26558929.4909,Paramount Pictures
8727,13339,0.0,7073465.66161,Universal Pictures
8744,805,20060683.5678,209354710.499,Paramount Pictures
8751,11356,0.0,0.0,Paramount Pictures
8752,6003,0.0,243870320.219,Paramount Pictures
8766,32726,0.0,0.0,Universal Pictures
8768,26170,0.0,19496476.8424,Universal Pictures
8773,240,57489690.5507,210247939.768,Paramount Pictures
8774,829,26533703.3311,132668516.655,Paramount Pictures
8779,592,7075654.22162,19546494.7872,Paramount Pictures
8781,4176,0.0,122208559.33,Paramount Pictures
8784,27932,13266851.6655,207847342.76,Universal Pictures
8785,5121,13266851.6655,56605233.773,Universal Pictures
8787,11034,28744845.2753,117337342.871,Paramount Pictures
8796,13939,13266851.6655,97290245.5473,Paramount Pictures
8805,11123,30955987.2196,352308556.014,Universal Pictures
8806,4985,0.0,190193917.149,Paramount Pictures
8807,59189,0.0,0.0,Paramount Pictures
8818,578,28362748.2044,1907005841.92,Universal Pictures
8825,11963,0.0,111328859.583,Paramount Pictures
8837,3121,8914006.57854,0.0,Paramount Pictures
8842,20187,0.0,57535860.6433,Universal Pictures
8844,62697,0.0,0.0,Paramount Pictures
8847,17599,60777317.5809,0.0,Universal Pictures
8851,17538,0.0,32503709.4423,Universal Pictures
8858,27716,0.0,0.0,Paramount Pictures
8862,595,14416897.7575,94645823.677,Universal Pictures
8864,11385,0.0,0.0,Paramount Pictures
8868,11697,23067036.412,57667591.0301,Paramount Pictures
8888,12708,0.0,0.0,Universal Pictures
8894,506,15010752.794,49211871.872,Universal Pictures
8902,4939,0.0,0.0,Universal Pictures
8915,7348,8436320.89234,0.0,Paramount Pictures
8920,39231,0.0,0.0,Universal Pictures
8927,15421,0.0,0.0,Paramount Pictures
8940,343,6462233.89732,0.0,Paramount Pictures
8942,15393,3904266.31297,57083066.093,Universal Pictures
8944,31283,0.0,0.0,Paramount Pictures
8951,10514,35003766.9438,0.0,Universal Pictures
8953,27236,4577415.67727,0.0,Universal Pictures
8988,196,66755941.6126,408091726.335,Universal Pictures
8991,242,90120521.177,228248681.236,Paramount Pictures
8993,251,36715767.8869,842793762.859,Paramount Pictures
8997,11186,21695681.0241,59685828.1809,Universal Pictures
8999,1669,50.0669562094,333.779708063,Paramount Pictures
9001,2119,100133912.419,263553680.789,Paramount Pictures
9005,9362,18357883.9435,81061739.9002,Universal Pictures
9010,11595,63418144.532,256207591.619,Paramount Pictures
9012,9399,10013391.2419,40184066.1578,Universal Pictures
9029,41823,16688985.4031,26958707.7785,Universal Pictures
9033,1727,0.0,0.0,Universal Pictures
9035,9556,26702376.645,81573260.6406,Universal Pictures
9051,19158,17523434.6733,19330669.8825,Paramount Pictures
9057,20701,5.00669562094,26.702376645,Paramount Pictures
9075,32669,31709072.266,16688985.4031,Paramount Pictures
9080,41003,0.0,29184914.9596,Universal Pictures
9090,11060,0.0,46285884.6564,Paramount Pictures
9092,25943,0.0,0.0,Paramount Pictures
9093,32043,0.0,28434504.7443,Universal Pictures
9106,10485,0.0,41234532.6483,Universal Pictures
9110,31597,0.0,0.0,Universal Pictures
9135,18228,0.0,0.0,Paramount Pictures
9138,28333,0.0,0.0,Paramount Pictures
9168,15788,0.0,73729674.572,Paramount Pictures
9170,18973,22118902.3716,52348068.9461,Paramount Pictures
9178,10730,91960752.6834,201602665.176,Paramount Pictures
9181,5854,7663396.05695,30270414.425,Universal Pictures
9183,10518,24906037.1851,83182409.1342,Paramount Pictures
9192,12584,0.0,0.0,Paramount Pictures
9201,6883,0.0,0.0,Universal Pictures
9209,11422,0.0,0.0,Universal Pictures
9213,15462,0.0,0.0,Universal Pictures
9217,23479,134109430.997,135348188.316,Paramount Pictures
9221,424,33208339.1574,484941026.518,Universal Pictures
9222,329,95096607.587,1388863311.76,Universal Pictures
9232,2758,0.0,73841825.9635,Paramount Pictures
9234,867,60378798.4679,175551356.546,Paramount Pictures
9243,6075,45284098.851,55119823.235,Universal Pictures
9252,1587,16604169.5787,45284098.851,Paramount Pictures
9259,37233,63397738.3913,407931792.185,Paramount Pictures
9264,7984,19623109.5021,99318386.763,Universal Pictures
9267,10433,0.0,16727321.195,Universal Pictures
9279,8873,0.0,72401726.7129,Paramount Pictures
9280,2019,27170459.3106,111987088.9,Universal Pictures
9290,7305,48303038.7744,55448732.2113,Paramount Pictures
9300,20339,0.0,4830303.87744,Universal Pictures
9301,9612,0.0,0.0,Paramount Pictures
9302,10438,22642049.4255,178484356.306,Universal Pictures
9311,4478,57359858.5446,402445913.427,Paramount Pictures
9321,12187,0.0,25041412.3084,Universal Pictures
9338,25389,0.0,14389618.6505,Universal Pictures
9353,15613,30016643.4158,29773289.6875,Paramount Pictures
9368,27804,21132579.4638,0.0,Paramount Pictures
9374,10423,21132579.4638,95872087.2136,Universal Pictures
9384,2047,0.0,0.0,Universal Pictures
9389,15278,0.0,27100688.59,Universal Pictures
9415,17887,0.0,0.0,Paramount Pictures
9418,27277,0.0,39220582.4387,Universal Pictures
9419,2984,22878673.0893,13073527.4796,Universal Pictures
9425,32489,0.0,0.0,Universal Pictures
9433,4808,28480717.4862,95941483.5179,Universal Pictures
9444,24748,0.0,0.0,Paramount Pictures
9447,15875,0.0,0.0,Paramount Pictures
9452,18331,0.0,0.0,Paramount Pictures
9467,744,29841096.1629,709881085.221,Paramount Pictures
9468,9377,11936438.4652,139529742.123,Paramount Pictures
9471,4978,0.0,168188400.766,Universal Pictures
9479,168,47745753.8607,264591052.645,Paramount Pictures
9480,10658,73608037.2019,75523385.9697,Universal Pictures
9491,9671,9947032.05431,652930158.904,Paramount Pictures
9493,10136,49735160.2716,158790319.548,Paramount Pictures
9496,10466,19894064.1086,109416658.295,Universal Pictures
9501,10225,5968219.23259,38737835.0285,Paramount Pictures
9507,11522,0.0,80514585.8305,Paramount Pictures
9522,24913,9947032.05431,0.0,Paramount Pictures
9523,12662,0.0,28809799.816,Universal Pictures
9532,13818,0.0,0.0,Paramount Pictures
9533,13698,0.0,72835371.646,Paramount Pictures
9551,9930,0.0,0.0,Universal Pictures
9561,1890,0.0,63368721.5577,Paramount Pictures
9573,21867,16909954.4923,0.0,Paramount Pictures
9582,9277,27011377.6834,783901253.279,Universal Pictures
9584,11901,0.0,0.0,Universal Pictures
9591,12545,0.0,64827306.4402,Universal Pictures
9592,9040,14733478.7364,146352555.448,Paramount Pictures
9593,27331,0.0,0.0,Universal Pictures
9594,11293,0.0,0.0,Paramount Pictures
9601,15171,0.0,0.0,Paramount Pictures
9613,25680,0.0,0.0,Paramount Pictures
9618,70345,0.0,0.0,Universal Pictures
9635,9062,12356010.3566,766072642.108,Paramount Pictures
9639,11916,0.0,28362660.1367,Universal Pictures
9641,10671,56163683.439,564384086.582,Universal Pictures
9647,14801,0.0,0.0,Universal Pictures
9677,37921,0.0,0.0,Paramount Pictures
9680,16211,0.0,0.0,Paramount Pictures
9687,13580,0.0,0.0,Paramount Pictures
9690,21027,0.0,0.0,Universal Pictures
9711,2370,23777056.8046,0.0,Universal Pictures
9714,20391,0.0,0.0,Paramount Pictures
9720,17529,0.0,84705764.8663,Paramount Pictures
9731,33166,0.0,0.0,Paramount Pictures
9733,621,20056204.1695,607749015.324,Paramount Pictures
9734,579,66854013.8983,628040000.762,Universal Pictures
9738,8469,9025291.87627,471320797.983,Universal Pictures
9740,11778,50140510.4237,167135034.746,Universal Pictures
9742,11455,0.0,139025906.933,Paramount Pictures
9743,16642,0.0,0.0,Paramount Pictures
9747,26973,0.0,0.0,Paramount Pictures
9751,15659,0.0,0.0,Paramount Pictures
9765,24961,80224816.6779,70360684.0904,Universal Pictures
9767,55457,9025291.87627,0.0,Universal Pictures
9771,34130,0.0,0.0,Paramount Pictures
9774,14839,0.0,0.0,Universal Pictures
9775,12185,0.0,0.0,Paramount Pictures
9787,31948,0.0,18180705.0625,Universal Pictures
9802,5780,20154044.0769,87334190.9999,Universal Pictures
9803,6644,31258922.3633,40308088.1538,Paramount Pictures
9806,23030,32246470.523,0.0,Universal Pictures
9822,28270,0.0,0.0,Universal Pictures
9827,13343,4702610.28461,0.0,Universal Pictures
9829,5921,0.0,0.0,Paramount Pictures
9878,277216,25759988.6656,185504110.098,Universal Pictures
10487,100042,36843642.0309,156435350.001,Universal Pictures
11079,38985,79151182.7165,43173372.3908,Universal Pictures
11243,20829,76230032.5594,62466935.9857,Universal Pictures
11261,17336,0.0,33006709.6658,Universal Pictures
11596,20662,200000000.0,310669540.0,Universal Pictures
11603,39451,100000000.0,310650585.0,Universal Pictures
12055,11374,104724227.728,0.0,Universal Pictures
12105,6522,104724227.728,96012518.996,Universal Pictures
12111,10397,32.7263211649,17.0176870057,Universal Pictures
12221,634,30787202.9173,347193192.284,Universal Pictures
12390,1722,70194822.6515,76491292.086,Universal Pictures
12430,217,187365527.255,796694459.895,Paramount Pictures
12490,11499,0.0,0.0,Universal Pictures
13023,44564,67857862.9814,65058885.1147,Universal Pictures
13406,2752,20608443.6915,0.0,Universal Pictures
13669,12778,0.0,19339198.7532,Universal Pictures
13675,12280,8826669.36959,0.0,Universal Pictures
13679,19176,0.0,0.0,Universal Pictures
14276,10601,118535264.478,144583401.886,Universal Pictures
14328,10159,100754974.807,95914577.7987,Universal Pictures
14330,584,90086801.0035,280158881.112,Universal Pictures
14352,11775,71121158.687,142172162.278,Universal Pictures
14537,1624,61130714.4482,245881318.114,Universal Pictures
14581,11015,81507619.2643,46128704.6062,Universal Pictures
14734,152532,4680166.7637,51667435.7741,Universal Pictures
15390,254,231128600.958,614109809.31,Universal Pictures
15440,612,78159430.2758,145553974.502,Universal Pictures
15699,1581,91941878.4548,210026294.296,Universal Pictures
15710,388,48675112.1231,199434107.473,Universal Pictures
15748,9975,54083457.9146,75538165.5605,Universal Pictures
16044,9801,57722269.9906,46412191.4976,Universal Pictures
16061,693,92355631.985,596436064.274,Universal Pictures
16427,4982,105166858.263,280232907.783,Universal Pictures
16466,2698,184042001.961,181938664.795,Universal Pictures
16824,11519,105159390.088,95411841.7285,Universal Pictures
16834,11145,0.0,185687359.331,Universal Pictures
16855,87,58773177.0974,698980999.052,Paramount Pictures
17040,568,74410277.0896,508333712.063,Universal Pictures
17281,11259,93241455.2753,214119429.25,Universal Pictures
17328,85,43167434.4874,935116878.227,Paramount Pictures
17429,9327,75071703.9039,179017298.884,Universal Pictures
17440,10779,41706502.1688,40815673.5259,Universal Pictures
17476,10543,0.0,0.0,Universal Pictures
17534,6346,69510836.948,31335984.384,Universal Pictures
17536,9099,0.0,0.0,Universal Pictures
17602,98,130428087.777,579506463.915,Universal Pictures
17604,8871,155753930.064,437049836.952,Universal Pictures
17623,1597,69646066.2889,418438688.415,Universal Pictures
17698,12107,106368537.605,156143878.389,Universal Pictures
17913,1934,33442386.727,387019102.158,Universal Pictures
17963,8838,80261728.1447,0.0,Universal Pictures
17991,11252,80261728.1447,49683521.3174,Universal Pictures
18072,89,84431277.0741,834061065.273,Paramount Pictures
18102,1552,0.0,222155980.804,Universal Pictures
18260,28597,0.0,0.0,Universal Pictures
18431,28176,0.0,0.0,Paramount Pictures
18866,9768,18357883.9435,13795687.7664,Universal Pictures
18884,951,25033478.1047,337046890.709,Universal Pictures
18901,11077,0.0,0.0,Universal Pictures
19187,12574,0.0,0.0,Universal Pictures
19425,838,3815970.99273,564783351.562,Universal Pictures
22065,453,73889287.0016,386123667.022,Universal Pictures
22749,49849,158011880.942,169472419.656,Universal Pictures
23277,9266,30306534.8405,62846878.2936,Universal Pictures
24140,10588,0.0,0.0,Universal Pictures
25260,921,98257569.4896,121191680.085,Universal Pictures
